Manufacturer,"Model Number",Name,"Product Line",Created,Certification,Tested,RV,Expires,Reason
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202514,"MORPHOUS SLIDE 2235MM(88"") RIGHT","Kid Builder",2011-07-29,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202514,"MORPHOUS SLIDE 2235MM(88"") RIGHT","Kid Builder",2011-07-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202515,"MORPHOUS SLIDE 2030MM(80"") STRAIGHT","Kid Builder",2011-07-29,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202515,"MORPHOUS SLIDE 2030MM(80"") STRAIGHT","Kid Builder",2011-07-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202516,"MORPHOUS SLIDE 2030MM(80"") LEFT","Kid Builder",2011-07-29,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202516,"MORPHOUS SLIDE 2030MM(80"") LEFT","Kid Builder",2011-07-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202517,"MORPHOUS SLIDE 2030MM(80"") RIGHT","Kid Builder",2011-07-29,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202517,"MORPHOUS SLIDE 2030MM(80"") RIGHT","Kid Builder",2011-07-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054501,"SLIDE TUNNEL STRAIGHT  915MM","Play Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054501,"SLIDE TUNNEL STRAIGHT  915MM","Play Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054502,"SLIDE TUNNEL STRAIGHT 1220MM","Play Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054502,"SLIDE TUNNEL STRAIGHT 1220MM","Play Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054503,"SLIDE TUNNEL STRAIGHT 1625MM","Play Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054503,"SLIDE TUNNEL STRAIGHT 1625MM","Play Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054504,"SLIDE TUNNEL CURVED 1220MM","Play Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054504,"SLIDE TUNNEL CURVED 1220MM","Play Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054505,"SLIDE TUNNEL CURVED 1625MM","Play Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054505,"SLIDE TUNNEL CURVED 1625MM","Play Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006984,"SLIDE TUNNEL STRAIGHT 1625MM","Kid Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006984,"SLIDE TUNNEL STRAIGHT 1625MM","Kid Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006985,"SLIDE TUNNEL CURVED 1220MM","Kid Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006985,"SLIDE TUNNEL CURVED 1220MM","Kid Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006986,"SLIDE TUNNEL CURVED 1625MM","Kid Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006986,"SLIDE TUNNEL CURVED 1625MM","Kid Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200031281,"SLIDE TUNNEL SPIRAL  1625MM","Kid Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200031281,"SLIDE TUNNEL SPIRAL  1625MM","Kid Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054500,"SLIDE TUNNEL SPIRAL 1625MM","Play Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200054500,"SLIDE TUNNEL SPIRAL 1625MM","Play Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006982,"SLIDE TUNNEL STRAIGHT  915MM","Kid Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006982,"SLIDE TUNNEL STRAIGHT  915MM","Kid Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006983,"SLIDE TUNNEL STRAIGHT 1220MM","Kid Builder",2009-12-06,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200006983,"SLIDE TUNNEL STRAIGHT 1220MM","Kid Builder",2009-12-06,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200781,"SLIDE TUNNEL 3660MM F/SKYBUILDER","Kid Builder",2006-09-14,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200781,"SLIDE TUNNEL 3660MM F/SKYBUILDER","Kid Builder",2006-09-14,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200712,"CURVED TUNNEL SLIDE 2440MM 96""","Kid Builder",2006-08-31,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200712,"CURVED TUNNEL SLIDE 2440MM 96""","Kid Builder",2006-08-31,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200653,"SLIDE TUNNEL 3860MM F/SKYBUILDER","Kid Builder",2005-12-20,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200653,"SLIDE TUNNEL 3860MM F/SKYBUILDER","Kid Builder",2005-12-20,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200652,"SLIDE TUNNEL 5280MM F/SKYBUILDER","Kid Builder",2005-12-20,"ASTM F1487-17",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200652,"SLIDE TUNNEL 5280MM F/SKYBUILDER","Kid Builder",2005-12-20,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-30,33429,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202706,"SKYBUILDER 13'4"" NO SLIDES","Kid Builder",2017-07-12,"ASTM F1487-17",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202706,"SKYBUILDER 13'4"" NO SLIDES","Kid Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202705,"SKYBUILDER 17'4"" BASE UNIT","Kid Builder",2017-07-12,"ASTM F1487-17",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200202705,"SKYBUILDER 17'4"" BASE UNIT","Kid Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200633,"SKYBUILDER 13'4"" W/QUANTUM","Kid Builder",2006-03-08,"ASTM F1487-17",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200633,"SKYBUILDER 13'4"" W/QUANTUM","Kid Builder",2006-03-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200634,"SKYBUILDER 13'4"" F/LINKING","Kid Builder",2006-03-08,"ASTM F1487-17",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200634,"SKYBUILDER 13'4"" F/LINKING","Kid Builder",2006-03-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200631,"SKYBUILDER 17'4"" W/QUANTUM SHOW UINT","Kid Builder",2005-12-22,"ASTM F1487-17",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200631,"SKYBUILDER 17'4"" W/QUANTUM SHOW UINT","Kid Builder",2005-12-22,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200614,"SKYBUILDER TALL W/QUANTUM","Kid Builder",2005-12-22,"ASTM F1487-17",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200614,"SKYBUILDER TALL W/QUANTUM","Kid Builder",2005-12-22,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200632,"SKYBUILDER 17'4"" F/8' LINK","Kid Builder",2005-12-22,"ASTM F1487-17",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200632,"SKYBUILDER 17'4"" F/8' LINK","Kid Builder",2005-12-22,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-21,33390,2020-12-31,"Expires 3 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203396,"SPINFINITY STANDING 72""","Play Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-04-10,21585,2021-12-31,"Expires 6 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203397,"SPINFINITY SITTING 72""","Play Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-04-10,21585,2021-12-31,"Expires 6 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203395,"SPINFINITY SITTING 72""","Kid Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-04-10,21585,2021-12-31,"Expires 6 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203394,"SPINFINITY STANDING 72""","Kid Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-04-10,21585,2021-12-31,"Expires 6 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200201870,"SOLO SPINNER","Independent Play",2009-01-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-04-10,21585,2021-12-31,"Expires 6 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200201539,"STAND N SPIN","Independent Play",2008-10-14,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-04-10,21585,2021-12-31,"Expires 6 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200909,"PANEL THERMOMETER BELOW DECK F/HALF SQUARE DECK","Kid Builder",2007-05-29,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200909,"PANEL THERMOMETER BELOW DECK F/HALF SQUARE DECK","Kid Builder",2007-05-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200910,"PANEL FORECAST TEMP ABOVE DECK F/HALF SQUARE DECK","Kid Builder",2007-05-29,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200910,"PANEL FORECAST TEMP ABOVE DECK F/HALF SQUARE DECK","Kid Builder",2007-05-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200911,"PANEL FORECAST TEMP BELOW DECK F/HALF SQUARE DECK","Kid Builder",2007-05-29,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200911,"PANEL FORECAST TEMP BELOW DECK F/HALF SQUARE DECK","Kid Builder",2007-05-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200906,"PANEL FIRE TRUCK F/HALF SQUARE DECK DKMT","Kid Builder",2007-05-29,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200906,"PANEL FIRE TRUCK F/HALF SQUARE DECK DKMT","Kid Builder",2007-05-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200907,"PANEL FIRE TRUCK F/HALF SQUARE DECK PTMT","Kid Builder",2007-05-29,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200907,"PANEL FIRE TRUCK F/HALF SQUARE DECK PTMT","Kid Builder",2007-05-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200908,"PANEL THERMOMETER  ABOVE DECK F/HALF SQUARE DECK","Kid Builder",2007-05-29,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200908,"PANEL THERMOMETER  ABOVE DECK F/HALF SQUARE DECK","Kid Builder",2007-05-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200904,"PANEL DRIVING F/HALF SQUARE DECK DKMT","Kid Builder",2007-05-29,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200904,"PANEL DRIVING F/HALF SQUARE DECK DKMT","Kid Builder",2007-05-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200905,"PANEL DRIVING F/HALF SQUARE DECK PTMT","Kid Builder",2007-05-29,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200905,"PANEL DRIVING F/HALF SQUARE DECK PTMT","Kid Builder",2007-05-29,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200835,"SAFETY RAIL F/HALF SQUARE DECK PTMT","Kid Builder",2006-12-15,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200835,"SAFETY RAIL F/HALF SQUARE DECK PTMT","Kid Builder",2006-12-15,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200836,"SAFETY RAIL F/HALF SQUARE DECK W/STEERING WHEEL MT DKMT","Kid Builder",2006-12-15,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200836,"SAFETY RAIL F/HALF SQUARE DECK W/STEERING WHEEL MT DKMT","Kid Builder",2006-12-15,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200837,"SAFETY RAIL F/HALF SQUARE DECK W/STEERING WHEEL MT PTMT","Kid Builder",2006-12-15,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200837,"SAFETY RAIL F/HALF SQUARE DECK W/STEERING WHEEL MT PTMT","Kid Builder",2006-12-15,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200721,"SAFETY RAIL F/HALF SQUARE DECK DKMT","Kid Builder",2006-12-15,"ASTM F1487-17",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200200721,"SAFETY RAIL F/HALF SQUARE DECK DKMT","Kid Builder",2006-12-15,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-12-12,78979,2022-12-31,"Family expires 2023-12-31, Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203319,"CYLINDER CLIMBER 64"" W/WIRE ENCL","Kid Builder",2017-07-12,"ASTM F1487-17",2015-01-22,20230,2019-12-31,"Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203319,"CYLINDER CLIMBER 64"" W/WIRE ENCL","Kid Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-01-22,20230,2019-12-31,"Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203318,"CYLINDER CLIMBER 64""","Kid Builder",2017-07-12,"ASTM F1487-17",2015-01-22,20230,2019-12-31,"Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203318,"CYLINDER CLIMBER 64""","Kid Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-01-22,20230,2019-12-31,"Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203432,"NU-EDGE-X TOWER W/MORPHOUS","Kid Builder",2017-07-12,"ASTM F1487-17",2017-06-26,33403,2021-12-31,"Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203432,"NU-EDGE-X TOWER W/MORPHOUS","Kid Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-26,33403,2021-12-31,"Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203415,"NU-EDGE X TOWER F/KB","Kid Builder",2017-07-12,"ASTM F1487-17",2017-06-26,33403,2021-12-31,"Expires 4 years after test"
"Playpower LT Farmington, Inc.-formerly Little Tikes Commercial",200203415,"NU-EDGE X TOWER F/KB","Kid Builder",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-06-26,33403,2021-12-31,"Expires 4 years after test"
"Playworld Systems",ZZCH7658S,"Solar Climber (48"" & 42"" Deck)(SM)",All,2017-07-12,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZCH7658S,"Solar Climber (48"" & 42"" Deck)(SM)",All,2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZEX7658S,"Solar Climber (48"" Deck) Surf MT",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZEX7658S,"Solar Climber (48"" Deck) Surf MT",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZEX7656,"Solar Climber 24"" & 18"" Deck",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZEX7656,"Solar Climber 24"" & 18"" Deck",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7659,"Solar Climber (60"" & 54"" Deck)",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7659,"Solar Climber (60"" & 54"" Deck)",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7657,"SOLAR CLIMBER 36""",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7657,"SOLAR CLIMBER 36""",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7658,"Solar Climber (48"" & 42"" Deck)",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7658,"Solar Climber (48"" & 42"" Deck)",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7658S,"Solar Climber (48"" Deck) Surf Mt",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7658S,"Solar Climber (48"" Deck) Surf Mt",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7666S,"Solar Climber (72"") Surf Mt",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7666S,"Solar Climber (72"") Surf Mt",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7657S,"SOLAR CLIMBER 36"" SURF MT",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7657S,"SOLAR CLIMBER 36"" SURF MT",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7659S,"Solar Climber (60"") Surf Mt",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7659S,"Solar Climber (60"") Surf Mt",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7666,"Solar Climber (72"" & 66"" Deck)",All,2004-06-08,"ASTM F1487-17",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
"Playworld Systems",ZZPM7666,"Solar Climber (72"" & 66"" Deck)",All,2004-06-08,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-06-03,27701,2020-12-31,"Expires 4 years after test"
